task_id,official_outcome,capture_id,episode_id,node_id,checkpoint_kind,cutoff_step,public_test_outcome,public_green_verifier,semantic_completion,knowledge_references,capture_path
swebench--astropy__astropy-13734,UNRESOLVED,86ebb6ee62d5280e9538193405f4b932d658f9f56abe7045444113fabe524934,episode:0ae196f029c8b04fbf4f4eea2a1498ae88e4cfe5dab42033c4fc94ce0967b372,unit_headers,COMPLETED_SUBGOAL,43,,False,True,26,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/86ebb6ee62d5280e9538193405f4b932d658f9f56abe7045444113fabe524934.json
swebench--astropy__astropy-13734,UNRESOLVED,cb64f7de8e9954cd220b6bbd773da6b0bdd55d4d295b259e9e208aefd6140565,episode:0a1e7b16a3b89beb2707b4fe44f7ec24c997feafdc7a0db04c082c538e6f107f,compatibility_docs,TERMINAL_ACTIVE,46,,False,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/cb64f7de8e9954cd220b6bbd773da6b0bdd55d4d295b259e9e208aefd6140565.json
swebench--astropy__astropy-13803,RESOLVED,d10ce9858b72cd94c91deca727708f97233eaec2d08da692beb090033d552db9,episode:71b8002975ecfb9bd489c581683488dcee72860bb8a4a2387ba851accc778a32,float32-poles,COMPLETED_SUBGOAL,41,,False,True,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/d10ce9858b72cd94c91deca727708f97233eaec2d08da692beb090033d552db9.json
swebench--astropy__astropy-13803,RESOLVED,285ef74bcfc95901c4aa015e4e7264c9e78c273831c511c47169709a7aeff750,episode:02b554f2724e88242d54b2b3703ea3770423d9832653e3b2a66924a40eafc5ad,latitude-boundaries,COMPLETED_SUBGOAL,54,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/285ef74bcfc95901c4aa015e4e7264c9e78c273831c511c47169709a7aeff750.json
swebench--astropy__astropy-13838,RESOLVED,e27a5bbc36d0e348747ec8e95b1c0a1d18a03417ec45f75ad7d422d1c166cf3f,episode:63cbac5d6456ace10e376280a7bc3ffaa86c1d83801d627d7f5bd72cccd16957,empty_cell_rendering,COMPLETED_SUBGOAL,24,,False,True,8,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e27a5bbc36d0e348747ec8e95b1c0a1d18a03417ec45f75ad7d422d1c166cf3f.json
swebench--astropy__astropy-13838,RESOLVED,c2b737ed46d22b445bb70331a0513c7743a1523063a925a4607ad3fb381fdee6,episode:8fe1c53a7055d5bed1afa6745396b57b8d848aa665806e18018fd6ca4a65a88c,formatting_compatibility,COMPLETED_SUBGOAL,37,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/c2b737ed46d22b445bb70331a0513c7743a1523063a925a4607ad3fb381fdee6.json
swebench--astropy__astropy-13933,UNRESOLVED,ba519bab9822078fccd256b1273afde5eb74f434d460a2421cf7ef8bdbc875c0,episode:33b3155132b68ddd87692a13891e88ad3228d1f30710b553f09c8a404683017a,pickle-format,COMPLETED_SUBGOAL,34,,False,True,6,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ba519bab9822078fccd256b1273afde5eb74f434d460a2421cf7ef8bdbc875c0.json
swebench--astropy__astropy-13933,UNRESOLVED,89c938d2d93f7bbde1e95eb0d6e1f80ec97ffc04e5c3d2ceb9135518ca7961e9,episode:e4a78cb994f7460868ea01c0847a2ee0ddac24772e77cbbcc361b4a6ce857c9b,format-compat,COMPLETED_SUBGOAL,48,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/89c938d2d93f7bbde1e95eb0d6e1f80ec97ffc04e5c3d2ceb9135518ca7961e9.json
swebench--astropy__astropy-14253,UNRESOLVED,f234f062b7d26bf8218f13367d5e29f7b64912f17bf4bc4fa3767e273d96c0dc,episode:2e07846fecf9b009075f355e58f5ea35cafd428f24db7863ac13c08bce92991f,info_semantics,COMPLETED_SUBGOAL,45,,False,True,21,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/f234f062b7d26bf8218f13367d5e29f7b64912f17bf4bc4fa3767e273d96c0dc.json
swebench--astropy__astropy-14253,UNRESOLVED,ec874ee2e2bdeca9c313c79a61af07ce68f98f7318eb2b19447b29bb10d54a4c,episode:c8e884a6c7226119d62ad2729d0be4e0710240e7d8e06b9aa5556777d86b6770,compatibility,PUBLIC_TEST_OBSERVATION,65,RED,False,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ec874ee2e2bdeca9c313c79a61af07ce68f98f7318eb2b19447b29bb10d54a4c.json
swebench--astropy__astropy-14253,UNRESOLVED,cef4ba2fd8fb6645b3c7d76a6d7b25898d44525379d8cea2aacc59ef003294d7,episode:dea274afe992a5faed7317e22cf22d1adc802808f489c283a74be429c1efb35f,compatibility,PUBLIC_TEST_OBSERVATION,76,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/cef4ba2fd8fb6645b3c7d76a6d7b25898d44525379d8cea2aacc59ef003294d7.json
swebench--astropy__astropy-14253,UNRESOLVED,305327d5484d7186a310981657e2f525c481e20153bd83e8fc3e09a15410cba6,episode:b5abc8271941faebee15ab599210c023a7760b34e25fd0f0a1c768974baa8ff3,compatibility,PUBLIC_TEST_OBSERVATION,81,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/305327d5484d7186a310981657e2f525c481e20153bd83e8fc3e09a15410cba6.json
swebench--astropy__astropy-14253,UNRESOLVED,641dfe2624fc15969ef4d73b398b0e48e823fa39164390f6edcec1ac5ce89e89,episode:94d45e15921607f07d7941b3f2a7e930392787da1c064aacd173f03d1192b39a,compatibility,COMPLETED_SUBGOAL,86,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/641dfe2624fc15969ef4d73b398b0e48e823fa39164390f6edcec1ac5ce89e89.json
swebench--astropy__astropy-14295,UNRESOLVED,bc52042b4b46508ef7aa6d3545b12abb9a232239efe73d90349c7460bcc25485,episode:9544768ee2e9fb7fa5f6c5bad5609b120d09c1e4fa1d3d2d0fd528932af351d5,preserve_projection_pv,COMPLETED_SUBGOAL,25,,False,True,1,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/bc52042b4b46508ef7aa6d3545b12abb9a232239efe73d90349c7460bcc25485.json
swebench--astropy__astropy-14295,UNRESOLVED,4ec064b57f8a9ce6adaafa5cec07771eadf4c6dca942177bbda6a1a4aa152d31,episode:649a27c8b462502391f4761568110d70080faaf23756af98c2a390e79b2daf1b,scamp_compatibility,COMPLETED_SUBGOAL,73,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/4ec064b57f8a9ce6adaafa5cec07771eadf4c6dca942177bbda6a1a4aa152d31.json
swebench--astropy__astropy-14590,RESOLVED,e145e0c394d55e0e47cb69107347df84818ff66bae4477a65e673633ff6899de,episode:286581d32f1e282c3395ad809a9967ce7a3025c54d27b98af709d307cb2c8c4c,masked_where,COMPLETED_SUBGOAL,36,,False,True,11,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e145e0c394d55e0e47cb69107347df84818ff66bae4477a65e673633ff6899de.json
swebench--astropy__astropy-14590,RESOLVED,94f87f0f82dd952e2531255e02e07fa4eccdb64e0cda797cf52df0af09a22998,episode:a48cd4d344164a5a91dc113d27d297f08e419b4421913cfe1c2d22489bd42706,compatibility,COMPLETED_SUBGOAL,57,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/94f87f0f82dd952e2531255e02e07fa4eccdb64e0cda797cf52df0af09a22998.json
swebench--astropy__astropy-6938,RESOLVED,d5c7f45dc13066b175ac97ac77040473205cd05683f124c50a76d53a174e24e6,episode:de8bfbfbe73d78722438ee0e2a8ce31f245b381a518a3edf77e4a6152167665d,d-exponent-write,PUBLIC_TEST_OBSERVATION,33,RED,False,False,6,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/d5c7f45dc13066b175ac97ac77040473205cd05683f124c50a76d53a174e24e6.json
swebench--astropy__astropy-6938,RESOLVED,da4d9bdae84097cad9df3ae7d81913e6b55671135e3c4358272f5dbe78023e88,episode:b55bf7c088115996f735675659301d24ef751d17cdac0f3e5b46a244f037cd71,d-exponent-write,PUBLIC_TEST_OBSERVATION,35,GREEN,True,False,6,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/da4d9bdae84097cad9df3ae7d81913e6b55671135e3c4358272f5dbe78023e88.json
swebench--astropy__astropy-6938,RESOLVED,a5ad0348ef18b8f44b99ba87b4453fc80674eb84f375c13833b762f792a97b38,episode:ac277e0d97d2921c0bf0f1a39c55e3bc81f6c6a4aaa5dc48add2f91329d58f90,d-exponent-write,COMPLETED_SUBGOAL,41,,False,True,6,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/a5ad0348ef18b8f44b99ba87b4453fc80674eb84f375c13833b762f792a97b38.json
swebench--astropy__astropy-6938,RESOLVED,9f8def2aa7cf45f9bfbdadd4f5434f93480ff1461369c78937dc7c9eedbc4910,episode:dede5a988cd7b2ed8b1dfed7ab489cc0f62a25e0081fdc33686d353ffff913e0,ascii-roundtrip,PUBLIC_TEST_OBSERVATION,54,RED,False,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/9f8def2aa7cf45f9bfbdadd4f5434f93480ff1461369c78937dc7c9eedbc4910.json
swebench--astropy__astropy-6938,RESOLVED,1a5e2bd65229197d92787c2f311c5a64a36cc28329495095aa489da4e3713cac,episode:164e96e8c29c054cf8ba7b7e12ec90395d88867df8b81a23bf99e9cfbb663257,ascii-roundtrip,PUBLIC_TEST_OBSERVATION,59,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/1a5e2bd65229197d92787c2f311c5a64a36cc28329495095aa489da4e3713cac.json
swebench--astropy__astropy-6938,RESOLVED,bbdc2109d3ce7d01eb337e75552dd3f7b76331785bc93b00092e05ef780a113a,episode:f3550d1ad8783e826835f857dbee6d2eda1c260421749bc981eba3c9916ed8cd,ascii-roundtrip,COMPLETED_SUBGOAL,63,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/bbdc2109d3ce7d01eb337e75552dd3f7b76331785bc93b00092e05ef780a113a.json
swebench--astropy__astropy-7008,RESOLVED,ec0404d26f3d1dbd706c9dea0d12b657ad0bf9380fda6a6708df11d5808dd6d2,episode:19284cf2a0e6dcdde8d2717c8262e3504314a56d55d80c85ee287b95ce83d8b4,constant-context,COMPLETED_SUBGOAL,42,,False,True,19,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ec0404d26f3d1dbd706c9dea0d12b657ad0bf9380fda6a6708df11d5808dd6d2.json
swebench--astropy__astropy-7008,RESOLVED,e79ea1cde60accdb3a13cb5f41f0fa6839667538275d83dc7e7005016327df86,episode:916b24db5b4b4288f935bce8dae6672e81efa53f5548e5257c6195db1da706bb,context-contract,COMPLETED_SUBGOAL,74,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e79ea1cde60accdb3a13cb5f41f0fa6839667538275d83dc7e7005016327df86.json
swebench--astropy__astropy-7746,UNRESOLVED,f2751942fed49d6a1a3b142bbde5fba7e9153aec5d7b74fcbed97fcc1bb96286,episode:5e08d51fea51c66dd8839bcfb765c42fcbd01e35ccaa901e5a3c57f7ae2ff855,empty-axis-inputs,COMPLETED_SUBGOAL,29,,False,True,7,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/f2751942fed49d6a1a3b142bbde5fba7e9153aec5d7b74fcbed97fcc1bb96286.json
swebench--astropy__astropy-7746,UNRESOLVED,4bb1b20e9ece7b0bb7b7f4242ccc62317410253197b9fd28f3c0e830cda306a0,episode:c09f7e4a297ba1661c4086a7bfbf08060927f69cd09b8d39e5d8bbb2fad331c7,empty-coordinate-matrices,COMPLETED_SUBGOAL,44,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/4bb1b20e9ece7b0bb7b7f4242ccc62317410253197b9fd28f3c0e830cda306a0.json
swebench--django__django-10287,UNRESOLVED,0acd59f51c48830a0801f982e33ab7a3a4a219c171fd48357ab3f30d5980e93f,episode:d712102c387ccc042f4147d316ea341c13af10a742ad0cc012c932b1ff30eedf,related-ordering,COMPLETED_SUBGOAL,14,,False,True,7,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/0acd59f51c48830a0801f982e33ab7a3a4a219c171fd48357ab3f30d5980e93f.json
swebench--django__django-10287,UNRESOLVED,6bdc27278a8a76d33f20498a5ad23ae4bfe9a51322c54c84c35e3f5a2ec215c5,episode:ecebd80081cdcafc1bfdea9630d00ae2443b6bbb3bbf1c4da7b3b204fe6a4800,ordering-compatibility,COMPLETED_SUBGOAL,38,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/6bdc27278a8a76d33f20498a5ad23ae4bfe9a51322c54c84c35e3f5a2ec215c5.json
swebench--django__django-10643,RESOLVED,e091cefba9b4a490b1e4c8ffe1d8184602fdba6661db360c8b3a78c86bc62178,episode:0f313e6924b52e265fd5c06bb96e523f14af4b649d48f8476e419737a39f7223,uuid-patterns,COMPLETED_SUBGOAL,21,,False,True,13,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e091cefba9b4a490b1e4c8ffe1d8184602fdba6661db360c8b3a78c86bc62178.json
swebench--django__django-10643,RESOLVED,8a18db26a6c75eae654a26dbee0338dd95ae290b96466edc9e06bdcd51045a48,episode:14498c1ae9b64517e4e032d2394c1a007f07b8ee97465a9f04478e864aeec0a5,uuid-compatibility,COMPLETED_SUBGOAL,56,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/8a18db26a6c75eae654a26dbee0338dd95ae290b96466edc9e06bdcd51045a48.json
swebench--django__django-11085,RESOLVED,c2c44a498dd37fb6533a4a7a82b28653ef990bcbb5e9f83871effd81baa73eec,episode:d29488f774656088e19e27e389029fe75ab839acf8bb21e1c0352dae3050290f,preserve-metaclass-attrs,COMPLETED_SUBGOAL,14,,False,True,7,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/c2c44a498dd37fb6533a4a7a82b28653ef990bcbb5e9f83871effd81baa73eec.json
swebench--django__django-11085,RESOLVED,be1d475ee1ba5d875d1ceb5d4b8e378e5c3c2f9f9a68f0ad7863b66d6b14d8a8,episode:9b720d998edd554ac47089e826be0729abc85d949f194c8c6d4cb772598fdeaa,verify-model-construction,COMPLETED_SUBGOAL,23,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/be1d475ee1ba5d875d1ceb5d4b8e378e5c3c2f9f9a68f0ad7863b66d6b14d8a8.json
swebench--django__django-11417,UNRESOLVED,2e1a0af2341b9c96c8fab8a74099ba0acbc91453d9269e360150f3695f7eb78d,episode:ba0ccc64b6b7832182a199cc68098e011ccb02f434d6ff4a7eee133921139681,mailbox-parser,COMPLETED_SUBGOAL,27,,False,True,8,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/2e1a0af2341b9c96c8fab8a74099ba0acbc91453d9269e360150f3695f7eb78d.json
swebench--django__django-11417,UNRESOLVED,63227b024b1094d96baa431ff2ba125b30861abbc6b540d1f62fa35a68727ec7,episode:9de5de750868cf8020b34867034f3e3875c8ff9d72e23361874a0dea57e52e8e,mail-compatibility,COMPLETED_SUBGOAL,40,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/63227b024b1094d96baa431ff2ba125b30861abbc6b540d1f62fa35a68727ec7.json
swebench--django__django-11618,RESOLVED,80cc6fcbd84885751c9a798f1ef807c54d714f73538cbb98a9c53cccb6e98a54,episode:19eba6d6e333aa10b67042ec933d2734619f259b8627e6549260e9018529a353,manifest-errors,COMPLETED_SUBGOAL,13,,False,True,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/80cc6fcbd84885751c9a798f1ef807c54d714f73538cbb98a9c53cccb6e98a54.json
swebench--django__django-11618,RESOLVED,e13021083a70c744aaedb36cbf9123ecfe979d9d7e8724d1076894325b656532,episode:4faae28c1b67e06194db36da87fe1062730b10cea1bb5850330a359926b63356,manifest-compat,COMPLETED_SUBGOAL,23,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e13021083a70c744aaedb36cbf9123ecfe979d9d7e8724d1076894325b656532.json
swebench--django__django-11680,RESOLVED,9ebedd21a6c0002a65483e0081cf29dc3941a10ee6e00f06d67e276f8b753514,episode:efe980422ab6ba92e42f48687a3698d4c8c0cac0ed5a88af88b3be909f5068c4,default_pk_insert,COMPLETED_SUBGOAL,17,,False,True,13,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/9ebedd21a6c0002a65483e0081cf29dc3941a10ee6e00f06d67e276f8b753514.json
swebench--django__django-11680,RESOLVED,9b554dad49ebbb5b4606e4ab03c8e9f330b13a84cae34530583f53ccbc12bb7b,episode:12905907827f333b2be643bb035255f49d43eae026f76ece8f488aa29ec7168c,save_compatibility,COMPLETED_SUBGOAL,38,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/9b554dad49ebbb5b4606e4ab03c8e9f330b13a84cae34530583f53ccbc12bb7b.json
swebench--django__django-11742,RESOLVED,1bd77c313e15f72612a450b844482a1487fed8a3f2b5aca188879e068d6a821a,episode:a36bded47f026d540a10597171d3ce8a7b8d727e3df58a70c345aac714abe01d,choice_length,COMPLETED_SUBGOAL,14,,False,True,8,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/1bd77c313e15f72612a450b844482a1487fed8a3f2b5aca188879e068d6a821a.json
swebench--django__django-11742,RESOLVED,fc4f630d9ee7212abe81a69fab6f3cb9ea8d075e80d2e59b34d5b205c1229424,episode:118054e4e7b5d884fad35f7699610be4ed699186f6a04ae4b9975847a22bc462,check_contract,COMPLETED_SUBGOAL,31,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/fc4f630d9ee7212abe81a69fab6f3cb9ea8d075e80d2e59b34d5b205c1229424.json
swebench--django__django-11903,RESOLVED,e85e559db5dcbf2a01af889b2531ccf510e982266f6f088cc9719925d611f7be,episode:9b39f6a17ca881c26c2d0318c226df133593d4bd90a8df7ec556ff7aa38f8270,configured-settings,COMPLETED_SUBGOAL,21,,False,True,17,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e85e559db5dcbf2a01af889b2531ccf510e982266f6f088cc9719925d611f7be.json
swebench--django__django-12009,UNDETERMINED,907ea1145607552503fe286116a6a2dae67f5658676873944506fe866c72b507,episode:4268266b55588327f370a9cd64a69a077134d00ebf841f11fa2fb35dd8131be2,admin-entrypoint,COMPLETED_SUBGOAL,19,,False,True,2,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/907ea1145607552503fe286116a6a2dae67f5658676873944506fe866c72b507.json
swebench--django__django-12009,UNDETERMINED,d830057c8f446304fecaf456d311ef489a65361203df31c19ab580d68477e492,episode:8dbee8bfcaeeb029886e5faac946f77229de4daa93864122c8e4b3cc8be6e0d4,admin-compatibility,COMPLETED_SUBGOAL,58,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/d830057c8f446304fecaf456d311ef489a65361203df31c19ab580d68477e492.json
swebench--django__django-12281,UNRESOLVED,7c4fd4d0618b889f02bc078e3ba02cb0f5d51b8bfd5c49917012ccd3e56ab6da,episode:676e2b469c6da3b6bf2194bb0fa6eccd2f160beba2c201351b5606fb3755d543,duplicate_action_names,COMPLETED_SUBGOAL,21,,False,True,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/7c4fd4d0618b889f02bc078e3ba02cb0f5d51b8bfd5c49917012ccd3e56ab6da.json
swebench--django__django-12281,UNRESOLVED,38b93cb16acf48416946187550e45e7df02de051d291326a3f96f184f94ed50b,episode:ad9484b76cdeee5d4fc762894f2917fa6ac1e6ec2755a4dfc9a30271c6c1da24,diagnostic_consistency,COMPLETED_SUBGOAL,31,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/38b93cb16acf48416946187550e45e7df02de051d291326a3f96f184f94ed50b.json
swebench--django__django-12343,UNRESOLVED,c213deff5dc49e7751b8dd26dcb3d75ac76edba0620e9292acc3c4d3b868866f,episode:7c6d3c4768b1c541d577daccfc98766e2f125d5a90b929eec7415e44118c1d1b,readonly_relations,COMPLETED_SUBGOAL,38,,False,True,13,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/c213deff5dc49e7751b8dd26dcb3d75ac76edba0620e9292acc3c4d3b868866f.json
swebench--django__django-12343,UNRESOLVED,a5df3e7594ceb34af5c4bdaf1ef131365335000935c625226cf5e9ee372bb1a5,episode:4819164566b601ad4289dce86b9896ad3b2d45e3feae9512cf89aa36b26b0b00,compatibility,COMPLETED_SUBGOAL,78,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/a5df3e7594ceb34af5c4bdaf1ef131365335000935c625226cf5e9ee372bb1a5.json
swebench--django__django-12407,UNRESOLVED,2cb68961ee541dfa55cffa54bc292c0e15c1ea50c08d0156dbea000902e212cc,episode:fcc37d2219e2652c1a09865d6199604ad0c9e2a903b503f1f6b726e87870360a,include-fallbacks,COMPLETED_SUBGOAL,13,,False,True,11,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/2cb68961ee541dfa55cffa54bc292c0e15c1ea50c08d0156dbea000902e212cc.json
swebench--django__django-12407,UNRESOLVED,d74394b91d25523be5414c198d5e90bdb39a0873a9f008185f104bbcabb148ff,episode:2311810cce405dc9e20f52d6bbaa3c3c01b0a71224412eb4b0e0080b00455c8a,include-compatibility,COMPLETED_SUBGOAL,41,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/d74394b91d25523be5414c198d5e90bdb39a0873a9f008185f104bbcabb148ff.json
